geoid,name,state,pop,zone,zoneName,zonePlaces,zoneRank,zonePercentile,structuralZoneRank,mechanismScore,structuralScore,historicalPersistenceScore,valuationGap,confidence,flowContradiction,tags
4662155,Summerset city,SD,2978,457,"Rapid City, SD",32,1,,1,0.74,-0.117,-0.854,-0.084,high,0,
4606620,Box Elder city,SD,12457,457,"Rapid City, SD",32,2,,2,0.497,-0.13,-0.723,-0.646,high,0,Military Anchor
4652980,Rapid City city,SD,76836,457,"Rapid City, SD",32,3,,3,0.227,-0.153,-0.624,-0.898,high,0,
2864840,Saltillo city,MS,4962,277,"Tupelo, MS",53,1,,5,0.62,-0.332,-0.949,0.289,high,0,
2805100,Belmont town,MS,2538,277,"Tupelo, MS",53,2,,17,0.584,-0.718,-0.241,-0.955,high,0,
2807780,Booneville city,MS,9060,277,"Tupelo, MS",53,3,,8,0.488,-0.444,-0.614,0.123,high,0,Knowledge Center
5455756,Morgantown city,WV,30273,547,"Morgantown, WV",55,1,,1,0.871,1.333,-0.653,0.218,high,0,Knowledge Center; Regional Service Center
5411188,Buckhannon city,WV,5144,547,"Morgantown, WV",55,2,,16,0.825,0.045,-0.058,0.391,high,1,Knowledge Center
5464228,Pleasant Valley city,WV,3494,547,"Morgantown, WV",55,3,,8,0.769,0.327,-0.421,0.387,high,0,
3954446,New Concord village,OH,2623,408,"Parkersburg, WV--OH",52,1,,1,0.886,1.123,-0.886,1.287,medium,0,Knowledge Center
5483500,Vienna city,WV,10575,408,"Parkersburg, WV--OH",52,2,,7,0.608,0.132,-0.654,0.686,high,1,
3910996,Cambridge city,OH,10046,408,"Parkersburg, WV--OH",52,3,,21,0.396,-0.255,-0.096,-0.532,high,0,
1903160,Asbury city,IA,5949,138,"Dubuque, IA--IL",48,1,,4,0.827,0.23,-0.675,0.78,high,0,
1911305,Cascade city,IA,2565,138,"Dubuque, IA--IL",48,2,,11,0.689,-0.2,-0.883,-0.323,high,0,
1922395,Dubuque city,IA,59271,138,"Dubuque, IA--IL",48,3,,5,0.674,0.093,-0.62,0.149,high,0,
5404276,Barboursville village,WV,4394,206,"Huntington, WV--KY--OH",36,1,,2,0.742,0.691,-0.607,0.88,high,0,
2167458,Russell city,KY,3696,206,"Huntington, WV--KY--OH",36,2,,7,0.732,0.12,-0.615,0.704,high,0,
5439460,Huntington city,WV,46189,206,"Huntington, WV--KY--OH",36,3,,6,0.288,0.151,-0.711,0.484,high,0,Knowledge Center
3006550,Billings city,MT,118321,306,"Billings, MT",20,1,,1,0.263,-0.195,-0.681,-0.946,high,0,
3042700,Laurel city,MT,7198,306,"Billings, MT",20,2,,5,-0.117,-0.827,-0.668,-1.654,high,0,
1666340,Rathdrum city,ID,10133,112,"Coeur d'Alene, ID",20,1,,8,0.147,-0.42,-0.802,-1.543,high,0,
1664810,Post Falls city,ID,41716,112,"Coeur d'Alene, ID",20,2,,6,0.076,-0.097,-0.379,-1.389,high,0,
1616750,Coeur d'Alene city,ID,55558,112,"Coeur d'Alene, ID",20,3,,3,-0.111,0.117,-0.332,-1.482,high,0,
1654550,Moscow city,ID,25868,117,"Lewiston, ID--WA",40,1,,2,0.918,0.956,-0.576,-0.677,high,0,Knowledge Center; Regional Service Center
5356625,Pullman city,WA,31939,117,"Lewiston, ID--WA",40,2,,1,0.86,1.272,-0.487,-0.673,high,0,Knowledge Center; Regional Service Center
5312630,Clarkston city,WA,7240,117,"Lewiston, ID--WA",40,3,,11,0.122,-0.352,-0.192,-1.444,high,0,
5572975,Sheboygan city,WI,49812,558,"Sheboygan, WI",27,1,,9,0.655,-0.078,-0.4,-0.205,high,0,
5560100,Oostburg village,WI,3077,558,"Sheboygan, WI",27,2,,4,0.498,0.265,-0.847,0.484,high,0,
5581325,Two Rivers city,WI,11224,558,"Sheboygan, WI",27,3,,15,0.491,-0.209,-0.673,-0.235,high,0,
1829358,Greencastle city,IN,9863,129,"Terre Haute, IN",54,1,,3,0.869,0.671,-0.871,0.343,medium,0,Knowledge Center
1875428,Terre Haute city,IN,58491,129,"Terre Haute, IN",54,2,,6,0.718,0.041,-0.393,0.025,high,0,Knowledge Center
1807174,Brazil city,IN,8064,129,"Terre Haute, IN",54,3,,13,0.138,-0.347,-0.589,-0.388,high,0,
1901855,Ames city,IA,66112,162,"Ames, IA",37,1,,1,0.818,1.626,-0.969,1.077,high,0,Knowledge Center
1955695,Nevada city,IA,6952,162,"Ames, IA",37,2,,11,0.759,-0.105,-0.88,0.202,high,0,
1937920,Huxley city,IA,4440,162,"Ames, IA",37,3,,3,0.756,0.573,-0.945,1.176,high,0,
3907426,Bluffton village,OH,3799,396,"Lima, OH",44,1,,1,0.844,0.84,-0.902,1.066,high,1,
3969540,St. Henry village,OH,2812,396,"Lima, OH",44,2,,25,0.841,-0.231,-1.062,0.189,high,0,
3950918,Minster village,OH,3213,396,"Lima, OH",44,3,,12,0.839,-0.048,-0.887,0.117,high,0,
3525800,Farmington city,NM,46339,56,"Farmington, NM",42,1,,11,0.562,-0.595,-0.381,-0.827,high,0,
3507880,Bloomfield city,NM,7391,56,"Farmington, NM",42,2,,23,0.438,-0.98,-0.315,-1.396,high,0,
0805265,Bayfield town,CO,2862,56,"Farmington, NM",42,3,,15,0.377,-0.759,-0.425,-1.529,high,0,
4876096,Wake Village city,TX,5887,36,"Texarkana, TX--AR",35,1,,9,0.789,-0.393,-0.496,0.169,high,0,
4849860,Mount Vernon town,TX,2523,36,"Texarkana, TX--AR",35,2,,13,0.659,-0.582,0.253,-0.677,high,0,
4850352,Nash city,TX,3952,36,"Texarkana, TX--AR",35,3,,5,0.616,-0.169,-0.149,-0.375,high,0,
4775940,Union City city,TN,11040,139,"Paducah, KY--IL",41,1,,15,0.74,-0.614,-0.273,-0.47,high,0,
4746240,Martin city,TN,10864,139,"Paducah, KY--IL",41,2,,3,0.703,0.143,-0.549,-0.427,high,0,Knowledge Center; Regional Service Center
2154642,Murray city,KY,17888,139,"Paducah, KY--IL",41,3,,2,0.674,0.158,-0.556,-0.484,high,0,Knowledge Center; Regional Service Center
3746000,Nashville town,NC,5672,384,"Rocky Mount, NC",22,1,,4,0.346,-0.075,-0.75,-0.224,high,0,
3774540,Wilson city,NC,47740,384,"Rocky Mount, NC",22,2,,2,0.296,0.106,-0.19,-0.299,high,0,
3757500,Rocky Mount city,NC,54175,384,"Rocky Mount, NC",22,3,,9,-0.146,-0.298,-0.46,-0.202,high,0,
2831020,Hattiesburg city,MS,48507,284,"Hattiesburg, MS",39,1,,6,0.59,0.073,-0.605,-0.452,high,0,Knowledge Center
2822020,Ellisville city,MS,4593,284,"Hattiesburg, MS",39,2,,7,0.489,0.019,1.408,-0.797,medium,0,Knowledge Center
2856800,Petal city,MS,11195,284,"Hattiesburg, MS",39,3,,11,0.415,-0.327,-0.799,0.115,high,0,
1805860,Bloomington city,IN,78791,153,"Bloomington, IN",24,1,,1,0.937,1.709,-0.548,0.645,high,0,Knowledge Center; Regional Service Center
1820800,Ellettsville town,IN,6653,153,"Bloomington, IN",24,2,,3,0.833,0.23,-0.896,0.491,high,0,
1849950,Mitchell city,IN,3941,153,"Bloomington, IN",24,3,,6,0.315,-0.385,-0.176,-0.494,high,0,
3900198,Ada village,OH,4553,409,"Findlay, OH",48,1,,1,0.856,0.751,-0.746,0.851,medium,1,Knowledge Center
3976778,Tiffin city,OH,17814,409,"Findlay, OH",48,2,,4,0.814,0.295,-0.71,0.562,high,0,
3979044,Upper Sandusky city,OH,6580,409,"Findlay, OH",48,3,,7,0.76,-0.085,-0.833,0.611,high,0,
2702908,Austin city,MN,26167,165,"Mason City, IA",54,1,,1,0.859,0.204,0.099,0.849,high,0,
1928380,Forest City city,IA,4280,165,"Mason City, IA",54,2,,11,0.836,-0.23,-0.57,0.379,high,0,
1914025,Clear Lake city,IA,7603,165,"Mason City, IA",54,3,,6,0.619,-0.041,0.077,-0.425,high,1,Amenity Destination
4273808,State College borough,PA,40669,446,"State College, PA",73,1,,2,1.407,2.006,-0.45,0.315,medium,0,Knowledge Center; Regional Service Center
4261232,Pleasant Gap CDP,PA,3154,446,"State College, PA",73,2,,8,0.809,0.5,-0.428,0.581,high,0,
4207368,Boalsburg CDP,PA,4653,446,"State College, PA",73,3,,6,0.695,0.938,-0.898,0.807,high,0,
5147672,Lynchburg city,VA,79255,526,"Lynchburg, VA",14,1,,3,0.649,0.282,-0.72,-0.056,high,0,Knowledge Center
5128688,Forest CDP,VA,12476,526,"Lynchburg, VA",14,2,,1,0.331,0.562,-0.772,-0.075,high,0,
5148520,Madison Heights CDP,VA,10398,526,"Lynchburg, VA",14,3,,7,-0.208,-0.494,-0.384,-0.597,high,0,
2935648,Jackson city,MO,15532,291,"Cape Girardeau, MO--IL",39,1,,3,0.836,0.12,-0.791,0.417,high,0,
2911242,Cape Girardeau city,MO,40047,291,"Cape Girardeau, MO--IL",39,2,,2,0.743,0.279,-0.627,0.211,high,0,Knowledge Center
2966368,Scott City city,MO,4354,291,"Cape Girardeau, MO--IL",39,3,,14,0.673,-0.64,-0.653,0.003,high,1,
4045750,Madill city,OK,3966,413,"Ardmore, OK",50,1,,15,0.723,-0.66,0.904,-0.62,high,0,
4043750,Lone Grove city,OK,5070,413,"Ardmore, OK",50,2,,19,0.706,-0.702,-0.329,-0.267,high,0,
4043150,Lindsay city,OK,2852,413,"Ardmore, OK",50,3,,13,0.684,-0.642,-0.611,0.58,high,0,
4864472,San Angelo city,TX,99507,495,"San Angelo, TX",16,1,,1,0.788,-0.289,-0.182,-0.088,high,0,
4808212,Big Lake city,TX,3092,495,"San Angelo, TX",16,2,,10,0.776,-1.334,0.166,-0.589,high,0,
4830629,Grape Creek CDP,TX,4214,495,"San Angelo, TX",16,3,,4,0.478,-0.644,0.364,-1.063,high,0,
3957302,Norwalk city,OH,17054,407,"Sandusky--Port Clinton, OH",36,1,,13,0.733,0.051,-0.59,0.237,high,0,
3970380,Sandusky city,OH,24748,407,"Sandusky--Port Clinton, OH",36,2,,15,0.701,-0.004,-0.565,0.296,high,1,
3964150,Port Clinton city,OH,5999,407,"Sandusky--Port Clinton, OH",36,3,,12,0.667,0.096,-0.227,-0.36,high,1,Amenity Destination
2002900,Atchison city,KS,10795,175,"St. Joseph, MO--KS",35,1,,1,0.823,0.473,-0.462,1.01,high,0,Knowledge Center
2916802,Country Club village,MO,3171,175,"St. Joseph, MO--KS",35,2,,5,0.773,0.116,-0.604,0.167,high,0,
2940826,Lathrop city,MO,2646,175,"St. Joseph, MO--KS",35,3,,12,0.757,-0.301,-0.599,-0.241,high,0,
2128918,Franklin city,KY,10254,200,"Bowling Green, KY",22,1,,9,0.467,-0.662,-0.799,-1.055,high,0,
2108902,Bowling Green city,KY,73638,200,"Bowling Green, KY",22,2,,2,0.422,0.391,0.197,-0.522,high,0,Knowledge Center
2113978,Central City city,KY,5736,200,"Bowling Green, KY",22,3,,5,0.336,-0.487,0.048,0.036,high,0,
3612331,Canton village,NY,7222,365,"Plattsburgh, NY",56,1,,4,0.905,0.831,-0.578,1.294,medium,0,Knowledge Center
3659564,Potsdam village,NY,8507,365,"Plattsburgh, NY",56,2,,7,0.894,0.719,-0.233,-0.011,medium,1,Knowledge Center
3658574,Plattsburgh city,NY,19878,365,"Plattsburgh, NY",56,3,,10,0.759,0.404,-0.676,0.09,high,0,Knowledge Center
0828690,Frisco town,CO,2865,62,"Edwards--Avon, CO",33,1,,1,0.885,0.992,2.199,-0.659,high,0,Amenity Destination
0880040,Vail town,CO,4729,62,"Edwards--Avon, CO",33,2,,3,0.814,0.839,3.137,-2.104,medium,0,Amenity Destination
0808400,Breckenridge town,CO,5001,62,"Edwards--Avon, CO",33,3,,7,0.732,0.594,2.142,-1.162,high,0,Amenity Destination
0501870,Arkadelphia city,AR,10316,26,"Hot Springs, AR",36,1,,3,0.807,0.231,-0.575,0.009,high,1,Knowledge Center; Regional Service Center
0543610,Malvern city,AR,10938,26,"Hot Springs, AR",36,2,,10,0.421,-0.419,-0.303,-0.386,high,0,
0548560,Nashville city,AR,4114,26,"Hot Springs, AR",36,3,,19,0.272,-0.763,1.387,-1.158,high,0,
2044250,Manhattan city,KS,53951,185,"Manhattan, KS",24,1,,1,0.843,0.891,-0.722,0.386,high,0,Knowledge Center; Regional Service Center
2035750,Junction City city,KS,22431,185,"Manhattan, KS",24,2,,10,0.784,-0.307,-0.434,-0.055,high,0,Military Anchor
2062400,St. Marys city,KS,2795,185,"Manhattan, KS",24,3,,8,0.778,-0.254,-0.754,-0.247,high,0,
3846640,Lincoln city,ND,4309,390,"Bismarck, ND",21,1,,3,0.766,-0.697,-0.819,-0.646,high,0,
3849900,Mandan city,ND,24293,390,"Bismarck, ND",21,2,,2,0.475,-0.624,-0.74,-0.887,high,0,
3807200,Bismarck city,ND,74146,390,"Bismarck, ND",21,3,,1,0.433,-0.293,-0.686,-0.71,high,0,
4115350,Coquille city,OR,4019,429,"Roseburg, OR",30,1,,8,-0.166,-0.415,0.536,-1.538,high,0,
4163650,Roseburg city,OR,23773,429,"Roseburg, OR",30,2,,6,-0.346,-0.33,0.169,-1.547,high,0,
4153000,North Bend city,OR,10231,429,"Roseburg, OR",30,3,,5,-0.371,-0.291,0.391,-0.915,high,0,
4858916,Port Lavaca city,TX,11410,491,"Victoria, TX",20,1,,10,0.665,-0.618,-0.012,-0.09,high,1,
4875428,Victoria city,TX,65514,491,"Victoria, TX",20,2,,5,0.524,-0.526,-0.219,-0.185,high,0,
4880560,Yoakum city,TX,5649,491,"Victoria, TX",20,3,,8,0.109,-0.595,0.319,-0.858,high,0,
3118580,Gering city,NE,8567,327,"Cheyenne, WY",18,1,,7,0.806,-0.494,-0.13,0.01,high,0,
3144245,Scottsbluff city,NE,14406,327,"Cheyenne, WY",18,2,,6,0.678,-0.446,-0.376,-0.215,high,1,
5613900,Cheyenne city,WY,64976,327,"Cheyenne, WY",18,3,,2,0.446,0.16,-0.448,-0.354,high,0,
1345768,Leesburg city,GA,3509,90,"Albany, GA",22,1,,2,0.723,-0.13,-0.174,-0.096,high,0,Government Hub
1359976,Pelham city,GA,3465,90,"Albany, GA",22,2,,8,0.665,-0.823,-0.127,-0.801,high,1,
1353060,Moultrie city,GA,14545,90,"Albany, GA",22,3,,4,0.385,-0.375,-0.384,-0.356,high,0,
2355575,Orono CDP,ME,10699,230,"Bangor, ME",38,1,,2,0.846,1.247,-1.023,0.495,medium,0,Knowledge Center; Regional Service Center
2330760,Hampden CDP,ME,4937,230,"Bangor, ME",38,2,,5,0.771,0.23,-0.827,0.423,high,0,
2323200,Ellsworth city,ME,8550,230,"Bangor, ME",38,3,,13,0.473,-0.31,-0.178,-0.862,high,0,Amenity Destination
2031600,Hesston city,KS,3747,193,"Hutchinson, KS",34,1,,2,0.85,0.59,-0.895,0.867,high,0,
2041375,Lindsborg city,KS,3773,193,"Hutchinson, KS",34,2,,3,0.846,0.33,-0.926,0.604,high,0,Knowledge Center
2043950,McPherson city,KS,13956,193,"Hutchinson, KS",34,3,,10,0.845,-0.011,-0.716,0.636,high,0,
4818020,Crystal City city,TX,6241,498,"Eagle Pass, TX",24,1,,14,0.797,-0.862,0.134,0.438,high,1,
4819792,Del Rio city,TX,34638,498,"Eagle Pass, TX",24,2,,8,0.731,-0.466,1.276,-0.43,high,0,Government Hub
4821892,Eagle Pass city,TX,28186,498,"Eagle Pass, TX",24,3,,5,0.655,0.092,2.349,-0.129,high,0,
2638460,Hillsdale city,MI,8013,254,"Jackson, MI",35,1,,4,0.791,0.506,-0.28,0.455,high,1,Knowledge Center
2653580,Michigan Center CDP,MI,4623,254,"Jackson, MI",35,2,,13,0.785,0.104,-0.683,0.569,high,0,
2679120,Tecumseh city,MI,8655,254,"Jackson, MI",35,3,,9,0.667,0.254,-0.669,0.213,high,0,
0602476,Arcata city,CA,18578,46,"Eureka, CA",30,1,,3,0.574,0.332,-0.145,-1.701,high,0,Knowledge Center
0644910,McKinleyville CDP,CA,17152,46,"Eureka, CA",30,2,,9,-0.002,-0.114,0.107,-1.55,high,0,
0625296,Fortuna city,CA,12413,46,"Eureka, CA",30,3,,14,-0.16,-0.358,0.95,-1.607,high,0,
1643030,Ketchum city,ID,3551,113,"Twin Falls, ID",23,1,,4,0.714,-0.355,2.188,-3.111,high,0,Amenity Destination; Aging Trap
1643570,Kimberly city,ID,4883,113,"Twin Falls, ID",23,2,,2,0.336,-0.236,0.488,-1.08,high,0,
1641320,Jerome city,ID,12689,113,"Twin Falls, ID",23,3,,8,0.251,-0.577,1.324,-1.536,high,0,
4816240,Commerce city,TX,9211,497,"Greenville, TX",30,1,,1,0.809,0.725,0.181,0.052,high,0,Knowledge Center
4861592,Reno city,TX,3478,497,"Greenville, TX",30,2,,6,0.754,0.191,-0.363,0.837,high,0,
4830920,Greenville city,TX,29936,497,"Greenville, TX",30,3,,5,0.688,0.29,-0.378,0.169,high,0,
5120560,Crozet CDP,VA,9211,523,"Charlottesville, VA",26,1,,9,0.509,1.08,-0.903,0.588,high,0,
5114968,Charlottesville city,VA,45863,523,"Charlottesville, VA",26,2,,3,0.505,1.502,-0.424,0.12,high,0,Knowledge Center; Regional Service Center
2717612,East Grand Forks city,MN,9067,274,"Grand Forks, ND--MN",36,1,,8,0.765,-0.334,-0.486,-0.289,high,0,
3832060,Grand Forks city,ND,58882,274,"Grand Forks, ND--MN",36,2,,2,0.691,0.29,-0.764,-0.003,high,0,Knowledge Center
2764570,Thief River Falls city,MN,8841,274,"Grand Forks, ND--MN",36,3,,27,0.058,-1.224,-0.697,-0.733,high,0,
1339524,Holly Springs city,GA,17693,102,"Woodstock city, GA",14,1,,5,0.748,0.338,-0.71,0.229,high,0,
1384176,Woodstock city,GA,36297,102,"Woodstock city, GA",14,2,,2,0.693,1.063,-0.564,0.723,high,0,
1305036,Ball Ground city,GA,2665,102,"Woodstock city, GA",14,3,,4,0.67,0.393,-0.91,0.077,high,0,
4070300,Stillwater city,OK,48818,422,"Stillwater, OK",17,1,,1,0.8,1.256,-0.517,0.293,high,0,Knowledge Center; Regional Service Center
4074150,Tonkawa city,OK,3018,422,"Stillwater, OK",17,2,,2,0.747,-0.299,-0.245,1.049,high,1,
4058150,Perkins city,OK,3229,422,"Stillwater, OK",17,3,,3,0.511,-0.328,-0.006,-0.804,high,0,
2204055,Ball town,LA,3900,222,"Alexandria, LA",40,1,,5,0.801,-0.221,-0.522,0.667,high,0,Government Hub
2248750,Marksville city,LA,4964,222,"Alexandria, LA",40,2,,12,0.759,-0.647,0.824,-0.559,high,1,Government Hub
2260530,Pineville city,LA,14268,222,"Alexandria, LA",40,3,,4,0.405,-0.219,-0.437,-0.224,high,0,
0255910,North Pole city,AK,2663,570,"Fairbanks, AK",27,1,,6,0.786,-0.253,-0.666,-0.078,high,0,Government Hub; Military Anchor
0224230,Fairbanks city,AK,32242,570,"Fairbanks, AK",27,2,,4,0.648,-0.056,-0.501,-0.247,high,0,Military Anchor; Regional Service Center
1336052,Hahira city,GA,3404,95,"Valdosta, GA",22,1,,2,0.612,0.087,-0.338,-0.189,high,0,
1378800,Valdosta city,GA,55222,95,"Valdosta, GA",22,2,,4,0.61,-0.11,-0.493,-0.481,high,0,
1354264,Nashville city,GA,4918,95,"Valdosta, GA",22,3,,10,-0.459,-0.866,0.118,-1.24,high,0,
1601990,Ammon city,ID,18496,115,"Idaho Falls, ID",13,1,,1,0.484,0.197,-0.495,-0.349,high,0,
1640420,Iona city,ID,2882,115,"Idaho Falls, ID",13,2,,4,0.367,-0.156,-0.302,-0.821,high,0,
1639700,Idaho Falls city,ID,66672,115,"Idaho Falls, ID",13,3,,5,0.326,-0.165,-0.336,-0.998,high,0,
4027200,Fort Gibson town,OK,3805,411,"Muskogee, OK",49,1,,6,0.809,0.15,-0.799,0.419,high,1,
4072100,Tahlequah city,OK,16513,411,"Muskogee, OK",49,2,,5,0.754,0.357,-0.48,0.343,high,0,Knowledge Center
4057300,Park Hill CDP,OK,3092,411,"Muskogee, OK",49,3,,7,0.733,0.09,-0.6,0.112,high,1,
3505220,Artesia city,NM,12555,350,"Roswell, NM",13,1,,6,0.735,-0.814,-0.633,-0.461,high,0,
3564930,Roswell city,NM,47823,350,"Roswell, NM",13,2,,4,0.529,-0.574,0.448,-0.429,high,0,
3512150,Carlsbad city,NM,31813,350,"Roswell, NM",13,3,,8,0.263,-1.016,-0.301,-0.713,high,0,
2165388,Rineyville CDP,KY,2869,210,"Elizabethtown--Radcliff, KY",22,1,,6,0.763,-0.009,0.391,0.007,high,0,
2163912,Radcliff city,KY,22967,210,"Elizabethtown--Radcliff, KY",22,2,,8,0.748,-0.081,-0.213,0.008,high,0,
2179734,Vine Grove city,KY,6721,210,"Elizabethtown--Radcliff, KY",22,3,,5,0.737,0.044,-0.762,0.065,high,0,
1962040,Pella city,IA,10624,158,"Ottumwa, IA",43,1,,2,0.686,0.463,-0.969,0.193,high,0,
1959925,Oskaloosa city,IA,11492,158,"Ottumwa, IA",43,2,,9,0.539,-0.415,-0.781,0.109,high,0,
1907030,Bloomfield city,IA,2723,158,"Ottumwa, IA",43,3,,11,0.507,-0.508,-0.567,-0.426,high,0,
3516420,Clovis city,NM,38153,352,"Clovis, NM",19,1,,5,0.803,-0.507,-0.102,-0.076,high,0,Military Anchor
4833320,Hereford city,TX,14874,352,"Clovis, NM",19,2,,6,0.783,-0.695,0.37,-0.482,high,0,
3559260,Portales city,NM,12023,352,"Clovis, NM",19,3,,4,0.775,-0.501,-0.494,0.23,high,0,
0613945,Clearlake city,CA,16604,48,"Ukiah, CA",32,1,,15,0.358,-0.059,1.753,-0.732,high,0,
0639710,Lakeport city,CA,5085,48,"Ukiah, CA",32,2,,3,0.218,0.594,0.736,-0.434,high,0,
0633549,Hidden Valley Lake CDP,CA,5896,48,"Ukiah, CA",32,3,,10,0.11,0.219,0.716,-0.434,high,0,
5350570,Ocean Shores city,WA,7076,428,"Aberdeen, WA",36,1,,6,0.55,0.033,1.641,-0.751,high,0,Amenity Destination; Aging Trap
5300100,Aberdeen city,WA,17040,428,"Aberdeen, WA",36,2,,19,0.153,-0.315,0.959,-1.093,high,0,
4103150,Astoria city,OR,10162,428,"Aberdeen, WA",36,3,,5,0.046,0.053,0.263,-1.159,high,0,
0573310,Warren city,AR,5342,21,"Pine Bluff, AR",28,1,,10,0.784,-0.67,1.655,-0.328,high,1,
0575170,White Hall city,AR,5520,21,"Pine Bluff, AR",28,2,,2,0.682,0.085,-0.67,1.803,high,0,Government Hub
0518520,Dermott city,AR,2727,21,"Pine Bluff, AR",28,3,,15,0.507,-0.822,0.871,-0.614,high,1,Government Hub
1814734,Columbus city,IN,51104,144,"Columbus, IN",16,1,,3,0.817,0.583,-0.688,0.697,high,0,
1868832,Seymour city,IN,21536,144,"Columbus, IN",16,2,,7,0.809,-0.223,-0.147,-0.111,high,0,
1855116,North Vernon city,IN,7214,144,"Columbus, IN",16,3,,9,0.498,-0.486,-0.461,-0.688,high,0,
1707744,Bradley village,IL,15331,137,"Kankakee, IL",32,1,,4,0.873,0.409,-0.709,0.988,high,0,
1707471,Bourbonnais village,IL,18109,137,"Kankakee, IL",32,2,,1,0.87,0.945,-0.675,1.086,high,0,Knowledge Center
1749893,Momence city,IL,3076,137,"Kankakee, IL",32,3,,16,0.824,0.025,-0.612,0.316,high,1,
4737960,Jefferson City city,TN,8472,471,"Morristown, TN",19,1,,2,0.372,-0.199,-0.684,-1.032,high,0,
4706340,Blaine city,TN,2797,471,"Morristown, TN",19,2,,5,0.324,-0.347,-0.51,-0.881,high,0,
4750280,Morristown city,TN,30983,471,"Morristown, TN",19,3,,8,-0.002,-0.457,0.342,-1.32,high,0,
1762367,Quincy city,IL,39188,121,"Quincy, IL",36,1,,3,0.303,-0.265,-0.567,0.139,high,0,
2907660,Bowling Green city,MO,4130,121,"Quincy, IL",36,2,,9,0.246,-0.613,-0.272,-0.777,high,0,Government Hub
2930214,Hannibal city,MO,16825,121,"Quincy, IL",36,3,,7,-0.061,-0.598,-0.597,-0.229,high,0,
3035050,Havre city,MT,9333,304,"Great Falls, MT",30,1,,9,0.637,-0.958,-0.573,-0.974,high,1,
3032800,Great Falls city,MT,60412,304,"Great Falls, MT",30,2,,3,0.036,-0.434,-0.53,-1.074,high,0,
2977092,Warrensburg city,MO,19437,290,"Sedalia, MO",30,1,,2,0.765,0.729,-0.845,0.338,high,0,Knowledge Center; Military Anchor
2966440,Sedalia city,MO,21869,290,"Sedalia, MO",30,2,,9,0.739,-0.286,0.14,-0.168,high,0,
2946316,Marshall city,MO,13699,290,"Sedalia, MO",30,3,,7,0.637,-0.186,-0.245,0.097,high,0,
2183334,Williamsburg city,KY,5226,213,"Richmond, KY",19,1,,6,0.717,-0.269,0.34,-0.664,high,0,Knowledge Center
2105842,Berea city,KY,15557,213,"Richmond, KY",19,2,,2,0.596,0.094,-0.691,-0.251,high,0,
2117362,Corbin city,KY,8430,213,"Richmond, KY",19,3,,4,0.52,-0.154,-0.227,0.004,high,0,
2770420,Willmar city,MN,21136,264,"Willmar, MN",53,1,,1,0.723,0.162,0.523,0.132,high,0,
2740688,Marshall city,MN,13880,264,"Willmar, MN",53,2,,7,0.701,-0.293,0.068,-0.162,high,0,
2725280,Granite Falls city,MN,2612,264,"Willmar, MN",53,3,,2,0.625,0.036,-0.49,0.923,high,1,
2579950,Williamstown CDP,MA,4352,235,"Pittsfield, MA",22,1,,1,0.846,2.492,-0.728,1.559,medium,1,Knowledge Center
5004750,Bennington CDP,VT,8888,235,"Pittsfield, MA",22,2,,9,0.306,0.675,-0.801,0.2,high,0,
2553960,Pittsfield city,MA,43559,235,"Pittsfield, MA",22,3,,10,0.277,0.623,-0.358,0.273,high,0,
2825340,Forest city,MS,5365,9,"Meridian, MS",38,1,,16,0.473,-0.805,0.674,0.195,high,0,
2849080,Morton city,MS,3661,9,"Meridian, MS",38,2,,27,0.386,-1.333,0.489,-0.266,high,0,
2811780,Carthage city,MS,4859,9,"Meridian, MS",38,3,,6,0.278,-0.41,-0.002,-0.102,high,0,
3937842,Jackson city,OH,6222,410,"Portsmouth, OH--KY",33,1,,22,0.761,-0.375,-0.617,-0.137,high,0,
3962708,Piketon village,OH,2603,410,"Portsmouth, OH--KY",33,2,,7,0.668,0.063,-0.198,-0.075,high,0,
3984588,Wheelersburg CDP,OH,6414,410,"Portsmouth, OH--KY",33,3,,5,0.501,0.218,-0.623,0.996,high,0,
2870240,Starkville city,MS,25611,282,"Starkville, MS",20,1,,2,0.599,0.525,-0.517,-0.726,high,0,Knowledge Center; Regional Service Center
2844240,Macon city,MS,3454,282,"Starkville, MS",20,2,,8,0.46,-0.747,-0.115,-0.812,high,0,
2879120,West Point city,MS,9967,282,"Starkville, MS",20,3,,9,0.292,-0.92,0.121,-1.182,high,0,
4716540,Columbia city,TN,43971,474,"Columbia, TN",19,1,,1,0.284,0.044,-0.516,-0.925,high,0,
4751080,Mount Pleasant city,TN,4803,474,"Columbia, TN",19,2,,8,-0.194,-0.592,-0.296,-1.413,high,0,
4741340,Lawrenceburg city,TN,11732,474,"Columbia, TN",19,3,,4,-0.313,-0.377,-0.171,-1.18,high,0,
3119595,Grand Island city,NE,52761,336,"Grand Island, NE",32,1,,3,0.645,-0.288,0.567,-0.457,high,0,
3108535,Central City city,NE,3039,336,"Grand Island, NE",32,2,,5,0.518,-0.377,-0.306,-0.073,high,0,
3154045,York city,NE,8114,336,"Grand Island, NE",32,3,,8,0.059,-0.477,-0.537,-0.292,high,0,
3005875,Bigfork CDP,MT,5249,312,"Kalispell, MT",35,1,,10,0.083,-0.4,0.519,-2.284,high,0,Amenity Destination
3016600,Columbia Falls city,MT,5531,312,"Kalispell, MT",35,2,,15,-0.136,-0.685,0.281,-2.505,high,0,
